ID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
10002,1505.3447265625,543.35986328125,1496.795166015625,542.2018432617188,1506.927490234375,546.2669677734375,1508.127197265625,544.2122192382812,1506.829833984375,546.2997436523438,1507.869873046875,548.7918090820312,1505.5142822265625,544.6769409179688,1504.6827392578125,546.6220703125,1505.26123046875,550.3258666992188,1506.070556640625,548.33935546875,1505.697265625,543.7845458984375,1499.019775390625,545.6840209960938,1505.81982421875,549.2283325195312,1508.4219970703125,547.1395874023438,1503.397705078125,545.3206787109375,1507.3876953125,546.6957397460938,1500.9830322265625,549.0679321289062,1509.2611083984375,548.086181640625,1511.338134765625,547.9868774414062,1504.207763671875,552.7320556640625,1505.8319091796875,549.72021484375,1505.524169921875,550.904541015625,1510.8233642578125,547.6422119140625,1509.708251953125,548.00830078125,1506.5987548828125,550.5667114257812,1507.2935791015625,547.9549560546875,1512.1376953125,545.9263305664062,1502.04052734375,551.028564453125,1504.2823486328125,547.0294189453125,1504.4254150390625,552.4696044921875
10015,786.8961181640625,1271.7947998046875,786.6865234375,1268.1910400390625,782.1984252929688,1267.982421875,781.9083251953125,1270.4102783203125,789.5570068359375,1269.73779296875,781.429931640625,1269.959228515625,783.1722412109375,1273.2628173828125,787.1050415039062,1271.2750244140625,781.6369018554688,1270.201171875,783.8605346679688,1272.226318359375,782.0264282226562,1273.2147216796875,778.0955200195312,1263.8944091796875,789.0308837890625,1266.9876708984375,786.5462646484375,1268.601806640625,783.1248779296875,1266.16943359375,786.5292358398438,1264.458740234375,787.4091796875,1265.530517578125,781.9537353515625,1267.798583984375,785.12451171875,1262.6737060546875,788.574462890625,1268.603759765625,787.3153686523438,1263.885009765625,784.4389038085938,1269.72998046875,781.6131591796875,1269.3095703125,789.1055908203125,1269.832763671875,790.7286376953125,1270.6923828125,785.6776123046875,1264.822021484375,790.2786865234375,1268.17529296875,781.83740234375,1267.0535888671875,788.80224609375,1265.537841796875,787.6047973632812,1263.0491943359375
10019,605.1898193359375,1241.628173828125,600.4859008789062,1245.4761962890625,603.2178344726562,1244.305419921875,604.3939819335938,1243.82861328125,603.533447265625,1239.94873046875,604.9410400390625,1245.0216064453125,606.7335815429688,1242.2662353515625,603.87841796875,1246.22802734375,604.3159790039062,1249.322265625,603.62353515625,1242.1181640625,606.9879150390625,1235.047607421875,598.1918334960938,1244.8173828125,604.926513671875,1244.7578125,602.209228515625,1244.526123046875,601.9025268554688,1246.672607421875,601.6888427734375,1242.362548828125,597.662109375,1243.35888671875,604.166259765625,1238.730224609375,604.4236450195312,1241.761962890625,603.2536010742188,1244.4422607421875,604.6959838867188,1245.9010009765625,602.2362060546875,1244.2056884765625,600.6931762695312,1242.607421875,601.1644287109375,1241.464111328125,601.0595703125,1241.76953125,598.4552612304688,1243.1240234375,602.86572265625,1245.9307861328125,599.6062622070312,1240.0709228515625,595.3495483398438,1242.6549072265625,600.9739379882812,1240.73681640625
10028,1467.721435546875,541.3690185546875,1468.3941650390625,542.5938110351562,1471.569580078125,544.1329345703125,1453.1087646484375,544.35205078125,1472.789794921875,545.8118286132812,1466.121337890625,539.1190795898438,1475.360107421875,542.8486328125,1467.400634765625,540.6651000976562,1473.3570556640625,540.5949096679688,1471.0611572265625,544.2958374023438,1468.134033203125,543.61328125,1469.615478515625,543.829345703125,1467.458984375,545.2313842773438,1476.7982177734375,544.3330688476562,1473.6170654296875,545.15234375,1470.46533203125,548.25244140625,1468.2760009765625,545.5814208984375,1472.828125,541.1419067382812,1474.588623046875,543.6514892578125,1471.7410888671875,548.1508178710938,1474.44921875,546.7786865234375,1469.298583984375,546.9595947265625,1466.709716796875,545.9197998046875,1469.09423828125,549.4056396484375,1469.109619140625,544.7965087890625,1471.1552734375,546.0617065429688,1473.6343994140625,547.2927856445312,1472.7347412109375,547.7802734375,1468.5198974609375,547.8329467773438,1473.31982421875,549.002685546875
1003,1885.38525390625,618.9764404296875,1889.016845703125,624.2369384765625,1884.9764404296875,621.9324951171875,1890.709716796875,623.8302612304688,1882.322265625,617.4072875976562,1883.2427978515625,619.5958251953125,1879.089599609375,621.3123779296875,1878.7171630859375,620.1817626953125,1893.952392578125,621.6852416992188,1886.6083984375,622.608154296875,1886.680908203125,623.75634765625,1884.57958984375,623.2307739257812,1885.3394775390625,625.293212890625,1886.10986328125,625.7081298828125,1884.63525390625,623.0980834960938,1886.9237060546875,624.1660766601562,1885.2513427734375,625.295654296875,1885.7587890625,625.978759765625,1886.12548828125,621.60546875,1886.004638671875,626.37451171875,1876.325927734375,621.9827270507812,1886.43701171875,626.6763916015625,1893.0098876953125,624.8203735351562,1886.1224365234375,621.5473022460938,1887.1552734375,628.087158203125,1881.1708984375,622.611572265625,1888.222900390625,622.59228515625,1886.27587890625,627.4480590820312,1885.680908203125,626.5642700195312,1886.90576171875,628.9729614257812
10069,1715.6849365234375,577.1876220703125,1705.955322265625,575.7350463867188,1717.1646728515625,579.9862670898438,1718.42529296875,577.9437255859375,1717.45703125,580.5523681640625,1718.0980224609375,582.794921875,1716.139892578125,578.5707397460938,1714.612548828125,581.011962890625,1716.2330322265625,585.0916137695312,1716.568359375,582.5304565429688,1716.273681640625,577.3147583007812,1708.2896728515625,579.9720458984375,1715.773681640625,583.5853881835938,1719.3394775390625,580.9093017578125,1713.4820556640625,578.8997802734375,1717.9671630859375,581.2753295898438,1711.2071533203125,583.4270629882812,1720.381591796875,582.5158081054688,1722.3956298828125,582.3273315429688,1714.8251953125,588.1869506835938,1715.886474609375,584.4033813476562,1715.732666015625,585.9331665039062,1722.2158203125,582.466796875,1720.4560546875,582.4005737304688,1717.3907470703125,585.18115234375,1718.3193359375,582.5447998046875,1723.5877685546875,579.8291625976562,1711.7698974609375,585.9835205078125,1714.916748046875,581.2657470703125,1714.867919921875,587.7188110351562
10075,386.92218017578125,993.2765502929688,384.02581787109375,995.2890014648438,386.98394775390625,1000.44091796875,385.3258361816406,996.597900390625,386.68377685546875,993.1417846679688,385.95318603515625,999.095458984375,384.1334533691406,995.3226928710938,383.423828125,1002.8679809570312,385.91644287109375,1004.8231811523438,382.26751708984375,999.3824462890625,385.882568359375,992.3234252929688,378.8821716308594,998.5750122070312,387.3042297363281,998.1904296875,386.0816955566406,995.0243530273438,385.09637451171875,999.1815185546875,384.92193603515625,1000.3047485351562,384.6360778808594,994.718017578125,385.35650634765625,994.895751953125,386.04315185546875,994.7398681640625,386.07611083984375,997.8502197265625,386.018798828125,1000.2186279296875,384.434326171875,1000.062255859375,385.0267639160156,995.7544555664062,385.4794921875,999.2675170898438,388.3509216308594,1001.5949096679688,383.84173583984375,994.597900390625,384.3905334472656,999.2798461914062,387.07196044921875,994.14111328125,383.04473876953125,994.1383666992188,387.8367614746094,991.7277221679688
10078,179.5572052001953,1431.701171875,177.97703552246094,1434.278076171875,178.57266235351562,1434.0699462890625,179.25161743164062,1436.8853759765625,173.98280334472656,1432.1832275390625,170.13427734375,1432.0440673828125,176.56365966796875,1426.961181640625,178.43850708007812,1434.1912841796875,176.4739227294922,1433.524169921875,176.84201049804688,1434.025390625,172.7728271484375,1431.97021484375,175.24905395507812,1432.181640625,171.67140197753906,1427.529296875,178.14315795898438,1429.5804443359375,178.21771240234375,1434.861328125,176.8211669921875,1437.203857421875,175.7424774169922,1435.748046875,174.32546997070312,1433.5509033203125,171.9460906982422,1426.653076171875,176.02139282226562,1426.56201171875,176.40576171875,1430.2532958984375,176.9347686767578,1433.9625244140625,179.1280059814453,1429.925048828125,176.98495483398438,1431.45166015625,176.34495544433594,1438.8447265625,176.42059326171875,1428.3311767578125,174.18064880371094,1433.9979248046875,174.32688903808594,1432.93896484375,176.0215301513672,1436.328857421875,178.5319366455078,1429.6396484375
10082,1369.570068359375,520.6736450195312,1375.9588623046875,520.9713745117188,1383.3521728515625,526.3766479492188,1366.6268310546875,527.35498046875,1381.924560546875,528.005615234375,1377.5172119140625,517.8634033203125,1377.273681640625,528.4116821289062,1377.0543212890625,522.4130249023438,1381.16552734375,524.6182861328125,1374.0361328125,528.1275634765625,1372.07958984375,525.8848876953125,1375.854736328125,520.770263671875,1364.033203125,519.8327026367188,1375.117919921875,523.482421875,1384.802490234375,525.3246459960938,1371.8927001953125,525.9951171875,1378.851806640625,528.2199096679688,1375.507080078125,523.1554565429688,1379.674560546875,523.3880004882812,1370.2685546875,526.207275390625,1377.3817138671875,525.3411254882812,1377.809814453125,524.322265625,1374.0494384765625,524.0584106445312,1374.951416015625,526.1668090820312,1383.089111328125,524.3862915039062,1375.7452392578125,528.3296508789062,1380.39208984375,527.2655029296875,1374.44677734375,520.7544555664062,1372.27392578125,524.2748413085938,1373.4429931640625,524.5241088867188
10095,670.7451782226562,1473.127685546875,666.2105712890625,1477.8267822265625,666.5361328125,1485.7490234375,673.5245361328125,1469.124267578125,665.4527587890625,1469.05810546875,671.7089233398438,1480.71728515625,668.4030151367188,1480.081787109375,672.2791748046875,1468.794677734375,669.2088623046875,1476.85302734375,675.0780029296875,1469.398193359375,666.035400390625,1473.6436767578125,672.580078125,1469.442138671875,668.6456298828125,1474.709228515625,671.1122436523438,1479.1065673828125,670.3822021484375,1468.3426513671875,667.976806640625,1473.3074951171875,673.4583740234375,1472.427978515625,671.3008422851562,1475.45361328125,668.041015625,1478.298095703125,669.774169921875,1467.81591796875,666.1668090820312,1467.6302490234375,668.0676879882812,1468.6568603515625,670.237548828125,1470.2403564453125,668.5709838867188,1476.8477783203125,666.4605102539062,1490.4437255859375,669.6649169921875,1469.68408203125,667.9249267578125,1475.384033203125,669.9247436523438,1467.71435546875,670.1535034179688,1469.9324951171875,672.2220458984375,1475.33984375
