ID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
10002,1707.3828125,330.7195739746094,1707.3514404296875,331.1766357421875,1707.6865234375,330.87115478515625,1708.380126953125,331.3788757324219,1708.3082275390625,331.5857849121094,1708.34228515625,331.99224853515625,1708.6025390625,332.6145324707031,1708.8720703125,332.8077392578125,1709.1416015625,333.15289306640625,1709.606689453125,333.7646179199219,1710.0240478515625,334.1644287109375,1709.813720703125,334.6453552246094,1710.279541015625,335.0372314453125,1710.599853515625,335.552734375,1711.1170654296875,336.1309509277344,1711.69677734375,336.47637939453125,1711.8221435546875,336.9460144042969,1712.20263671875,337.315673828125,1712.6644287109375,337.685546875,1713.199462890625,338.2078857421875,1713.4921875,338.5797119140625,1713.682373046875,339.1796875,1714.140869140625,339.62872314453125,1714.7056884765625,340.09130859375,1715.136962890625,340.53070068359375,1715.5723876953125,340.98193359375,1715.9219970703125,341.6093444824219,1716.5062255859375,342.0591125488281,1717.090576171875,342.65814208984375,1717.1505126953125,343.03216552734375
10015,726.7992553710938,1231.7353515625,726.9235229492188,1231.7734375,727.0096435546875,1231.6298828125,727.1070556640625,1231.7213134765625,727.1882934570312,1231.521728515625,727.360107421875,1231.412841796875,727.42236328125,1231.502197265625,727.516357421875,1231.482666015625,727.5012817382812,1231.420654296875,727.5940551757812,1231.2734375,727.6630859375,1231.2467041015625,727.7750854492188,1231.024658203125,727.8697509765625,1230.924560546875,727.9616088867188,1230.7025146484375,727.992431640625,1230.532470703125,728.0375366210938,1230.47021484375,728.16796875,1230.348876953125,728.1787719726562,1230.28857421875,728.2860107421875,1229.993896484375,728.3135986328125,1229.909423828125,728.3878173828125,1229.7515869140625,728.429931640625,1229.65234375,728.4777221679688,1229.524658203125,728.5061645507812,1229.303955078125,728.5267333984375,1229.173583984375,728.56689453125,1228.920166015625,728.5576171875,1228.7791748046875,728.5889282226562,1228.79736328125,728.6265258789062,1228.58740234375,728.7352294921875,1228.570068359375
10019,572.4415283203125,1244.736328125,572.41650390625,1244.671630859375,572.4296264648438,1244.5269775390625,572.681884765625,1244.4443359375,572.6910400390625,1244.335693359375,572.6597290039062,1244.2425537109375,572.733642578125,1244.1650390625,572.7817993164062,1243.98583984375,572.7968139648438,1243.904541015625,572.914306640625,1243.815185546875,573.009033203125,1243.6951904296875,572.9669799804688,1243.63037109375,573.0275268554688,1243.490234375,573.0845336914062,1243.403564453125,573.2368774414062,1243.302734375,573.3038330078125,1243.166748046875,573.3272705078125,1243.057861328125,573.375244140625,1242.92626953125,573.468994140625,1242.743896484375,573.55224609375,1242.62158203125,573.57373046875,1242.439208984375,573.588134765625,1242.318115234375,573.6570434570312,1242.09814453125,573.7943115234375,1241.873779296875,573.8493041992188,1241.58837890625,573.90576171875,1241.3173828125,573.9160766601562,1241.17333984375,573.9812622070312,1240.890869140625,574.0943603515625,1240.716796875,573.9920043945312,1240.338623046875
10028,1687.4599609375,311.75408935546875,1687.683837890625,312.1307678222656,1687.8084716796875,312.4532470703125,1688.0758056640625,313.02264404296875,1688.54248046875,313.271484375,1688.538330078125,313.6956481933594,1689.09521484375,314.28009033203125,1689.4140625,314.685302734375,1689.89013671875,315.1748046875,1690.284423828125,315.7253723144531,1690.676025390625,316.174560546875,1691.097412109375,316.67279052734375,1691.5401611328125,317.22296142578125,1691.9642333984375,317.75384521484375,1692.4276123046875,318.2942810058594,1692.8157958984375,318.8531799316406,1693.33447265625,319.43359375,1693.8388671875,319.9725646972656,1694.3740234375,320.5191650390625,1694.84814453125,321.11016845703125,1695.313232421875,321.6365661621094,1695.8421630859375,322.1331787109375,1696.3438720703125,322.69598388671875,1696.8876953125,323.30181884765625,1697.390869140625,323.79559326171875,1698.0174560546875,324.35186767578125,1698.5068359375,324.94970703125,1699.02734375,325.4656677246094,1699.5269775390625,326.0476379394531,1700.068359375,326.648193359375
1003,2135.62939453125,688.7793579101562,2135.13037109375,689.13037109375,2135.213623046875,688.8114013671875,2135.39501953125,688.873291015625,2136.058837890625,688.7928466796875,2135.679931640625,689.3739013671875,2135.53857421875,688.9035034179688,2135.0390625,689.3070678710938,2135.60009765625,689.44091796875,2135.302978515625,689.36474609375,2135.756103515625,689.912109375,2135.22119140625,689.7045288085938,2135.323486328125,689.814208984375,2135.12939453125,689.83984375,2135.335205078125,689.8912963867188,2135.7744140625,689.4022216796875,2135.6142578125,689.881591796875,2135.876953125,689.40478515625,2135.6259765625,689.4905395507812,2135.48828125,689.1300048828125,2135.37890625,689.1767578125,2134.857421875,689.12060546875,2135.14404296875,688.934326171875,2134.564453125,688.3926391601562,2134.7333984375,688.4500732421875,2135.3857421875,688.0437622070312,2134.463134765625,688.1591796875,2134.48583984375,687.9742431640625,2134.467529296875,687.5341186523438,2134.865234375,687.3253173828125
10069,1886.7255859375,485.32952880859375,1886.6875,485.80413818359375,1887.0439453125,485.58074951171875,1887.802001953125,486.04949951171875,1887.724853515625,486.25909423828125,1887.7926025390625,486.68902587890625,1888.104736328125,487.300048828125,1888.4012451171875,487.4847412109375,1888.684326171875,487.8554382324219,1889.215576171875,488.4415283203125,1889.6661376953125,488.8235168457031,1889.48193359375,489.285400390625,1890.015380859375,489.6858825683594,1890.3905029296875,490.2381286621094,1890.9781494140625,490.80780029296875,1891.598388671875,491.20098876953125,1891.7484130859375,491.66766357421875,1892.18115234375,492.12908935546875,1892.71142578125,492.51812744140625,1893.293701171875,493.0783996582031,1893.647216796875,493.55133056640625,1893.891357421875,494.16632080078125,1894.4036865234375,494.6675109863281,1894.98388671875,495.201904296875,1895.469482421875,495.7020568847656,1895.9462890625,496.28289794921875,1896.32421875,496.9338684082031,1896.9603271484375,497.4530944824219,1897.5960693359375,498.0747375488281,1897.6773681640625,498.5689392089844
10075,409.8759765625,1035.2613525390625,409.78399658203125,1035.23876953125,409.87542724609375,1035.125244140625,410.2062072753906,1035.0849609375,410.1173095703125,1035.0455322265625,410.08319091796875,1035.01611328125,410.16107177734375,1034.9732666015625,410.2233581542969,1034.886962890625,410.27667236328125,1034.900146484375,410.45013427734375,1034.84033203125,410.59259033203125,1034.81201171875,410.4359130859375,1034.81494140625,410.62237548828125,1034.7470703125,410.71832275390625,1034.736328125,410.89447021484375,1034.66552734375,411.0927429199219,1034.6422119140625,411.07293701171875,1034.5887451171875,411.2185974121094,1034.556640625,411.3932800292969,1034.5185546875,411.566650390625,1034.504150390625,411.68316650390625,1034.439697265625,411.73638916015625,1034.461181640625,411.87493896484375,1034.3953857421875,412.07745361328125,1034.395263671875,412.2073974609375,1034.3572998046875,412.31842041015625,1034.287353515625,412.3763427734375,1034.253662109375,412.57562255859375,1034.25732421875,412.7602233886719,1034.2978515625,412.68695068359375,1034.268310546875
10078,183.8911590576172,1520.3638916015625,184.08270263671875,1520.2650146484375,184.05953979492188,1520.23974609375,184.15794372558594,1520.132568359375,184.3377685546875,1520.11328125,184.3605499267578,1520.04150390625,184.3839569091797,1520.0238037109375,184.4799346923828,1519.8685302734375,184.6474151611328,1519.820068359375,184.8545684814453,1519.7144775390625,184.91412353515625,1519.549072265625,185.00473022460938,1519.468994140625,185.1490478515625,1519.3580322265625,185.32720947265625,1519.321044921875,185.3944549560547,1519.2415771484375,185.42039489746094,1519.07861328125,185.7042999267578,1518.96923828125,185.80487060546875,1518.8935546875,185.93038940429688,1518.75244140625,186.10629272460938,1518.714111328125,186.12774658203125,1518.55419921875,186.25448608398438,1518.488037109375,186.4674835205078,1518.359130859375,186.46649169921875,1518.239990234375,186.6829833984375,1518.128662109375,186.85617065429688,1518.0518798828125,186.99533081054688,1517.9088134765625,187.12371826171875,1517.7554931640625,187.20330810546875,1517.6612548828125,187.3759765625,1517.534912109375
10082,1697.14990234375,319.880859375,1697.01904296875,320.1794128417969,1696.767822265625,320.7432861328125,1697.3868408203125,321.2753601074219,1697.654541015625,321.4017028808594,1697.7158203125,321.838623046875,1697.830322265625,322.4512023925781,1698.5465087890625,323.316162109375,1699.27783203125,323.68951416015625,1699.4249267578125,324.4207763671875,1699.53564453125,325.08837890625,1700.112548828125,325.480224609375,1700.389404296875,326.1636962890625,1700.80859375,326.7061767578125,1701.720458984375,326.9255676269531,1701.504638671875,327.75616455078125,1702.3211669921875,328.3819885253906,1702.968505859375,328.8100280761719,1703.420654296875,329.3702087402344,1703.81298828125,329.67041015625,1704.216064453125,330.19219970703125,1705.1104736328125,330.87371826171875,1705.396240234375,331.3182373046875,1706.0205078125,331.8670959472656,1706.3702392578125,332.3554992675781,1707.216796875,332.965087890625,1707.869140625,333.78778076171875,1708.34326171875,334.0826416015625,1708.591796875,334.6431884765625,1709.04833984375,335.1111145019531
10095,727.23095703125,1551.6402587890625,727.204833984375,1551.8389892578125,727.227783203125,1552.172119140625,727.250732421875,1552.042724609375,727.2476806640625,1552.2550048828125,727.2427978515625,1552.1884765625,727.2715454101562,1552.086669921875,727.313720703125,1551.967529296875,727.2781982421875,1552.279052734375,727.2864990234375,1552.2734375,727.2642822265625,1552.038818359375,727.2579345703125,1552.2430419921875,727.2131958007812,1552.13525390625,727.2984619140625,1552.1334228515625,727.294921875,1551.940673828125,727.2919921875,1552.3668212890625,727.2733154296875,1551.823486328125,727.2657470703125,1552.039306640625,727.2529907226562,1551.92431640625,727.239013671875,1552.105224609375,727.2222290039062,1551.9013671875,727.1378173828125,1552.013916015625,727.1865234375,1552.04443359375,727.3256225585938,1551.950439453125,727.2218627929688,1552.15087890625,727.07958984375,1552.01904296875,727.158447265625,1551.8026123046875,727.1870727539062,1552.0301513671875,727.247802734375,1552.0535888671875,727.158203125,1552.0037841796875
